yaw,row,coordinates,x轴夹角,y轴夹角,z轴夹角
1150,350,"[36.65, -18.42, -161.31]",77.27952194713278,83.64616466384197,14.26701514597211
1150,400,"[36.36, -18.82, -162.09]",77.43839994246602,83.5363549991155,14.175699213236113
1150,450,"[72.32, -49.78, -143.47]",64.53500828198385,72.78525441519967,31.46456669107592
1150,500,"[72.62, -50.08, -142.98]",64.38927062987494,72.65706693687588,31.673169137997963
1150,550,"[87.22, -63.6, -93.88]",52.43359318872749,63.603959241050745,48.98664675093514
1150,600,"[84.18, -62.72, -66.54]",47.36738157438999,59.69306096948829,57.63118817714188
1150,650,"[84.08, -62.43, -66.84]",47.40766540988022,59.83366042576111,57.45178625156987
1150,700,"[74.38, -57.33, -33.61]",41.779578669501625,54.91613121134727,70.30794780150723
1150,750,"[74.19, -57.04, -34.2]",41.874436550085605,55.076436974703455,69.92505566605229
1150,800,"[67.72, -54.88, -11.86]",39.66224987706766,51.401505891678106,82.25173919243815
1150,850,"[67.82, -54.98, -11.96]",39.68027325252391,51.39766253043946,82.19964329291982
1150,900,"[66.44, -56.25, 6.17]",40.42125165897807,49.86906776241341,85.9458927471389
1150,950,"[67.62, -59.39, 18.33]",42.58831556771233,49.712132971767936,78.48795493159182
1150,1000,"[68.11, -59.39, 18.23]",42.368762167767635,49.891829025841034,78.59459414872163
1150,1050,"[75.66, -68.99, 44.98]",47.42713489148205,51.91088975424793,66.28442742081211
1150,1100,"[74.77, -68.8, 44.1]",47.543132429451965,51.600794066767854,66.53795137349009
1150,1150,"[83.1, -78.11, 86.34]",54.48309831478222,56.90296988972097,52.87229562656834
1150,1200,"[83.4, -78.2, 86.93]",54.50118555084476,57.010846324081925,52.75213609502985
1150,1250,"[74.19, -71.54, 138.77]",64.58314398266032,65.55181220160829,36.60106703146048
1150,1300,"[47.43, -50.57, 168.46]",74.90845608508458,73.88305928051608,22.370288581419977
1150,1350,"[47.24, -50.18, 166.89]",74.83317077394362,73.86430723613869,22.438318383047932
1150,1400,"[12.45, -23.03, 166.4]",85.76137225626346,82.14192767509833,8.941092911532806
1150,1450,"[12.15, -23.23, 168.36]",85.91091076995473,82.16416211708398,8.850527686831112
1150,1500,"[-2.45, -12.35, 159.05]",89.12013591873928,85.5605001500345,4.5261934720868435
1150,1550,"[-5.19, -10.0, 155.82]",88.09623030507696,86.33001618790342,4.135584328315537
1150,1600,"[-5.59, -9.51, 154.94]",87.93762926009398,86.48994963547416,4.072406386605912
1150,1650,"[-8.53, -7.15, 152.39]",86.79973659051522,87.3178965832788,4.177363246072275
1150,1700,"[-8.53, -7.15, 152.39]",86.79973659051522,87.3178965832788,4.177363246072275
1150,1750,"[-11.47, -4.31, 154.45]",85.75445704421155,88.40593647907332,4.535967594515891
1150,1800,"[-11.86, -4.02, 154.35]",85.60760402049823,88.51246852949913,4.638382098953729
1150,1850,"[-19.01, 2.84, 159.25]",83.1937690693244,88.98551950251579,6.882128865845587
1150,1900,"[-28.32, 11.47, 164.25]",80.24055129396581,86.0632748776436,10.537988774488566
1150,1950,"[-28.03, 11.27, 164.35]",80.34354210141012,86.1328545625041,10.41583457330208
1150,2000,"[-58.7, 39.0, 160.33]",70.41716682212278,77.13322181648697,23.728397657542686
1150,2050,"[-58.41, 39.0, 159.64]",70.43311268276925,77.07852753201733,23.747023685008983
1150,2100,"[-88.3, 64.97, 112.99]",55.883443664795216,65.6262615066479,44.134412690833415
1150,2150,"[-88.69, 65.95, 84.77]",50.45112369659815,61.73970823569608,52.512149377669125
1150,2200,"[-87.42, 65.56, 79.38]",49.6645406846417,60.96071295964626,54.003691193159646
1150,2250,"[-78.01, 59.88, 43.81]",43.56427321108276,56.20660140733957,65.98771758438835
1150,2300,"[-77.91, 59.68, 43.61]",43.49299396445588,56.240368818267044,66.04153571882424
1150,2350,"[-67.72, 54.49, 18.62]",40.3751168658191,52.19412096426713,77.9089003322649
1150,2400,"[-68.5, 54.78, 18.33]",40.14060007119139,52.31291884682381,78.19601815486908
1150,2450,"[-64.09, 53.9, 0.0]",40.063997799166614,49.93600220083339,90.0
